tempo,referencia,velocidade,pwm,erro
6.03004,1,-23.6591,255,24.6591
6.04004,1,-22.4857,255,23.4857
6.05004,1,-21.2636,255,22.2636
6.06004,1,-20.0012,255,21.0012
6.07004,1,-18.6633,255,19.6633
6.08004,1,-17.2947,255,18.2947
6.09004,1,-15.8711,255,16.8711
6.10004,1,-14.397,255,15.397
6.11004,1,-12.9005,255,13.9005
6.12005,1,-11.3573,247.146,12.3573
6.13005,1,-9.74533,214.907,10.7453
6.14005,1,-8.07215,181.443,9.07215
6.15005,1,-6.37194,147.439,7.37194
6.16005,1,-4.62294,112.459,5.62294
6.17005,1,-2.83081,76.6162,3.83081
6.18005,1,-0.995074,39.9015,1.99507
6.19005,1,0.882911,2.34177,0.117089
6.20005,1,2.79702,-35.9404,-1.79702
6.21005,1,4.74364,-74.8728,-3.74364
6.22005,1,6.71342,-114.268,-5.71342
6.23005,1,8.68107,-153.621,-7.68107
6.24005,1,10.6722,-193.443,-9.67217
6.25005,1,12.6576,-233.152,-11.6576
6.26005,1,14.6683,-255,-13.6683
6.27005,1,16.6727,-255,-15.6727
6.28005,1,18.6725,-255,-17.6725
6.29005,1,20.6644,-255,-19.6644
6.30005,1,22.6305,-255,-21.6305
6.31005,1,24.5872,-255,-23.5872
6.32005,1,26.5205,-255,-25.5205
6.33005,1,28.4206,-255,-27.4206
6.34005,1,30.2973,-255,-29.2973
6.35005,1,32.1239,-255,-31.1239
6.36005,1,33.9374,-255,-32.9374
6.37005,1,35.7092,-255,-34.7092
6.38005,1,37.4485,-255,-36.4485
6.39005,1,39.1435,-255,-38.1435
6.40005,1,40.7835,-255,-39.7835
6.41005,1,42.4026,-255,-41.4026
6.42005,1,43.9647,-255,-42.9647
6.43005,1,45.482,-255,-44.482
6.44005,1,46.9635,-255,-45.9635
6.45005,1,48.4073,-255,-47.4073
6.46005,1,49.785,-255,-48.785
6.47005,1,51.1427,-255,-50.1427
6.48005,1,52.4478,-255,-51.4478
6.49005,1,53.7065,-255,-52.7065
6.50005,1,54.9178,-255,-53.9178
6.51005,1,56.0603,-255,-55.0603
6.52005,1,57.1791,-255,-56.1791
6.53005,1,58.2423,-255,-57.2423
6.54005,1,59.2471,-255,-58.2471
6.55006,1,60.2122,-255,-59.2122
6.56006,1,61.1361,-255,-60.1361
6.57006,1,61.9941,-255,-60.9941
6.58006,1,62.7996,-255,-61.7996
6.59006,1,63.5435,-255,-62.5435
6.60006,1,64.2424,-255,-63.2424
6.61006,1,64.9015,-255,-63.9015
6.62006,1,65.5211,-255,-64.5211
6.63006,1,66.0811,-255,-65.0811
6.64006,1,66.5809,-255,-65.5809
6.65006,1,67.0294,-255,-66.0294
6.66006,1,67.4389,-255,-66.4389
6.67006,1,67.806,-255,-66.806
6.68006,1,68.1081,-255,-67.1081
6.69006,1,68.3767,-255,-67.3767
6.70006,1,68.5901,-255,-67.5901
6.71006,1,68.7573,-255,-67.7573
6.72006,1,68.8579,-255,-67.8579
6.73006,1,68.919,-255,-67.919
6.74006,1,68.9165,-255,-67.9165
6.75006,1,68.8546,-255,-67.8546
6.76006,1,68.7508,-255,-67.7508
6.77006,1,68.5998,-255,-67.5998
6.78006,1,68.4107,-255,-67.4107
6.79006,1,68.1498,-255,-67.1498
6.80006,1,67.8581,-255,-66.8581
6.81006,1,67.5199,-255,-66.5199
6.82006,1,67.1263,-255,-66.1263
6.83006,1,66.6668,-255,-65.6668
6.84006,1,66.1635,-255,-65.1635
6.85006,1,65.6007,-255,-64.6007
6.86006,1,64.9894,-255,-63.9894
6.87006,1,64.354,-255,-63.354
6.88006,1,63.6384,-255,-62.6384
6.89006,1,62.8899,-255,-61.8899
6.90006,1,62.0768,-255,-61.0768
6.91006,1,61.2305,-255,-60.2305
6.92006,1,60.329,-255,-59.329
6.93006,1,59.3818,-255,-58.3818
6.94006,1,58.3845,-255,-57.3845
6.95006,1,57.3201,-255,-56.3201
6.96006,1,56.2299,-255,-55.2299
6.97006,1,55.0818,-255,-54.0818
6.98006,1,53.8804,-255,-52.8804
6.99007,1,52.6337,-255,-51.6337
7.00007,1,51.3186,-255,-50.3186
7.01007,1,49.9614,-255,-48.9614
7.02007,1,48.5446,-255,-47.5446
7.03007,1,47.105,-255,-46.105
7.04007,1,45.5934,-255,-44.5934
7.05007,1,44.0307,-255,-43.0307
7.06007,1,42.4328,-255,-41.4328
7.07007,1,40.7714,-255,-39.7714
7.08007,1,39.0818,-255,-38.0818
7.09007,1,37.3444,-255,-36.3444
7.10007,1,35.5547,-255,-34.5547
7.11007,1,33.693,-255,-32.693
7.12007,1,31.7982,-255,-30.7982
7.13007,1,29.8384,-255,-28.8384
7.14007,1,27.8521,-255,-26.8521
7.15007,1,25.821,-255,-24.821
7.16007,1,23.7349,-255,-22.7349
7.17007,1,21.5804,-255,-20.5804
7.18007,1,19.4191,-255,-18.4191
7.19007,1,17.198,-255,-16.198
7.20007,1,14.9239,-255,-13.9239
7.21007,1,12.5987,-231.974,-11.5987
7.22007,1,10.2317,-184.634,-9.23171
7.23007,1,7.82045,-136.409,-6.82045
7.24007,1,5.36974,-87.3948,-4.36974
7.25007,1,2.85594,-37.1188,-1.85594
7.26007,1,0.322448,13.551,0.677552
7.27007,1,-2.26425,65.285,3.26425
7.28007,1,-4.87286,117.457,5.87286
7.29007,1,-7.49319,169.864,8.49319
7.30007,1,-10.1289,222.577,11.1289
7.31007,1,-12.7803,255,13.7803
7.32007,1,-15.4513,255,16.4513
7.33007,1,-18.1283,255,19.1283
7.34007,1,-20.7922,255,21.7922
7.35007,1,-23.4352,255,24.4352
7.36007,1,-26.0621,255,27.0621
7.37007,1,-28.6828,255,29.6828
7.38007,1,-31.2833,255,32.2833
7.39007,1,-33.8538,255,34.8538
7.40007,1,-36.3806,255,37.3806
7.41007,1,-38.8825,255,39.8825
7.42007,1,-41.3555,255,42.3555
7.43008,1,-43.8063,255,44.8063
7.44008,1,-46.2017,255,47.2017
7.45008,1,-48.5562,255,49.5562
7.46008,1,-50.8937,255,51.8937
7.47008,1,-53.1627,255,54.1627
7.48008,1,-55.3974,255,56.3974
7.49008,1,-57.6046,255,58.6046
7.50008,1,-59.7593,255,60.7593
7.51008,1,-61.8657,255,62.8657
7.52008,1,-63.9305,255,64.9305
7.53008,1,-65.9536,255,66.9536
7.54008,1,-67.9118,255,68.9118
7.55008,1,-69.8461,255,70.8461
7.56008,1,-71.7265,255,72.7265
7.57008,1,-73.5546,255,74.5546
7.58008,1,-75.3398,255,76.3398
7.59008,1,-77.0512,255,78.0512
7.60008,1,-78.7321,255,79.7321
7.61008,1,-80.3618,255,81.3618
7.62008,1,-81.9347,255,82.9347
7.63008,1,-83.4601,255,84.4601
7.64008,1,-84.9452,255,85.9452
7.65008,1,-86.3696,255,87.3696
7.66008,1,-87.7343,255,88.7343
7.67008,1,-89.0452,255,90.0452
7.68008,1,-90.304,255,91.304
7.69008,1,-91.5214,255,92.5214
7.70008,1,-92.6978,255,93.6978
7.71008,1,-93.8189,255,94.8189
7.72008,1,-94.8802,255,95.8802
7.73008,1,-95.8925,255,96.8925
7.74008,1,-96.8588,255,97.8588
7.75008,1,-97.786,255,98.786
7.76008,1,-98.644,255,99.644
7.77008,1,-99.4498,255,100.45
7.78008,1,-100.198,255,101.198
7.79008,1,-100.904,255,101.904
7.80008,1,-101.564,255,102.564
7.81008,1,-102.16,255,103.16
7.82008,1,-102.718,255,103.718
7.83008,1,-103.226,255,104.226
7.84008,1,-103.683,255,104.683
7.85008,1,-104.097,255,105.097
7.86009,1,-104.437,255,105.437
7.87009,1,-104.744,255,105.744
7.88009,1,-104.987,255,105.987
7.89009,1,-105.179,255,106.179
7.90009,1,-105.329,255,106.329
7.91009,1,-105.432,255,106.432
7.92009,1,-105.471,255,106.471
7.93009,1,-105.451,255,106.451
7.94009,1,-105.377,255,106.377
7.95009,1,-105.252,255,106.252
7.96009,1,-105.089,255,106.089
7.97009,1,-104.886,255,105.886
7.98009,1,-104.622,255,105.622
7.99009,1,-104.302,255,105.302
8.00009,1,-103.925,255,104.925
8.01009,1,-103.507,255,104.507
8.02009,1,-103.045,255,104.045
8.03009,1,-102.548,255,103.548
8.04009,1,-101.99,255,102.99
8.05009,1,-101.374,255,102.374
8.06009,1,-100.707,255,101.707
8.07009,1,-99.9978,255,100.998
8.08009,1,-99.2182,255,100.218
8.09009,1,-98.4048,255,99.4048
8.10009,1,-97.5347,255,98.5347
8.11009,1,-96.6177,255,97.6177
8.12009,1,-95.6553,255,96.6553
8.13009,1,-94.65,255,95.65
8.14009,1,-93.5736,255,94.5736
8.15009,1,-92.468,255,93.468
8.16009,1,-91.3088,255,92.3088
8.17009,1,-90.0937,255,91.0937
8.18009,1,-88.8365,255,89.8365
8.19009,1,-87.5128,255,88.5128
8.20009,1,-86.1457,255,87.1457
8.21009,1,-84.7286,255,85.7286
8.22009,1,-83.2523,255,84.2523
8.23009,1,-81.7368,255,82.7368
8.24009,1,-80.1759,255,81.1759
8.25009,1,-78.5424,255,79.5424
8.26009,1,-76.8785,255,77.8785
8.27009,1,-75.1602,255,76.1602
8.28009,1,-73.3894,255,74.3894
8.29009,1,-71.5818,255,72.5818
8.30009,1,-69.7289,255,70.7289
8.31009,1,-67.8095,255,68.8095
8.3201,1,-65.858,255,66.858
8.3301,1,-63.8546,255,64.8546
8.3401,1,-61.8069,255,62.8069
8.3501,1,-59.7135,255,60.7135
8.3601,1,-57.5511,255,58.5511
8.3701,1,-55.3542,255,56.3542
8.3801,1,-53.1006,255,54.1006
8.3901,1,-50.7917,255,51.7917
8.4001,1,-48.4397,255,49.4397
8.4101,1,-46.0374,255,47.0374
8.4201,1,-43.6044,255,44.6044
8.4301,1,-41.1048,255,42.1048
8.4401,1,-38.5468,255,39.5468
8.4501,1,-35.9457,255,36.9457
8.4601,1,-33.2968,255,34.2968
8.4701,1,-30.6021,255,31.6021
8.4801,1,-27.8776,255,28.8776
8.4901,1,-25.0881,255,26.0881
8.5001,1,-22.2741,255,23.2741
8.5101,1,-19.4105,255,20.4105
8.5201,1,-16.4935,255,17.4935
8.5301,1,-13.5405,255,14.5405
8.5401,1,-10.5494,230.987,11.5494
8.5501,1,-7.49722,169.944,8.49722
8.5601,1,-4.38329,107.666,5.38329
8.5701,1,-1.22024,44.4047,2.22024
8.5801,1,1.95734,-19.1469,-0.957343
8.5901,1,5.18118,-83.6235,-4.18118
8.6001,1,8.44484,-148.897,-7.44484
8.6101,1,11.7119,-214.237,-10.7119
8.6201,1,15.0129,-255,-14.0129
8.6301,1,18.3153,-255,-17.3153
8.6401,1,21.6189,-255,-20.6189
8.6501,1,24.93,-255,-23.93
8.6601,1,28.2469,-255,-27.2469
8.6701,1,31.5364,-255,-30.5364
8.6801,1,34.8026,-255,-33.8026
8.6901,1,38.0398,-255,-37.0398
8.7001,1,41.2606,-255,-40.2606
8.7101,1,44.4662,-255,-43.4662
8.7201,1,47.6339,-255,-46.6339
8.7301,1,50.7903,-255,-49.7903
8.7401,1,53.9094,-255,-52.9094
8.7501,1,56.9872,-255,-55.9872
8.76011,1,60.0153,-255,-59.0153
8.77011,1,63.0112,-255,-62.0112
8.78011,1,65.9555,-255,-64.9555
8.79011,1,68.8572,-255,-67.8572
8.80011,1,71.7256,-255,-70.7256
8.81011,1,74.5532,-255,-73.5532
8.82011,1,77.3526,-255,-76.3526
8.83011,1,80.0877,-255,-79.0877
8.84011,1,82.7718,-255,-81.7718
8.85011,1,85.4144,-255,-84.4144
8.86011,1,88.0074,-255,-87.0074
8.87011,1,90.5365,-255,-89.5365
8.88011,1,93.0391,-255,-92.0391
8.89011,1,95.481,-255,-94.481
8.90011,1,97.8818,-255,-96.8818
8.91011,1,100.237,-255,-99.2374
8.92011,1,102.52,-255,-101.52
8.93011,1,104.773,-255,-103.773
8.94011,1,106.966,-255,-105.966
8.95011,1,109.105,-255,-108.105
8.96011,1,111.195,-255,-110.195
8.97011,1,113.245,-255,-112.245
8.98011,1,115.222,-255,-114.222
8.99011,1,117.176,-255,-116.176
9.00011,1,119.067,-255,-118.067
9.01011,1,120.914,-255,-119.914
9.02011,1,122.681,-255,-121.681
9.03011,1,124.414,-255,-123.414
9.04011,1,126.085,-255,-125.085
9.05011,1,127.7,-255,-126.7
9.06011,1,129.266,-255,-128.266
9.07011,1,130.78,-255,-129.78
9.08011,1,132.261,-255,-131.261
9.09011,1,133.678,-255,-132.678
9.10011,1,135.036,-255,-134.036
9.11011,1,136.363,-255,-135.363
9.12011,1,137.62,-255,-136.62
9.13011,1,138.833,-255,-137.833
9.14011,1,140.002,-255,-139.002
9.15011,1,141.116,-255,-140.116
9.16011,1,142.167,-255,-141.167
9.17011,1,143.17,-255,-142.17
9.18011,1,144.135,-255,-143.135
9.19011,1,145.024,-255,-144.024
9.20012,1,145.881,-255,-144.881
9.21012,1,146.681,-255,-145.681
9.22012,1,147.427,-255,-146.427
9.23012,1,148.132,-255,-147.132
9.24012,1,148.762,-255,-147.762
9.25012,1,149.359,-255,-148.359
9.26012,1,149.892,-255,-148.892
9.27012,1,150.375,-255,-149.375
9.28012,1,150.808,-255,-149.808
9.29012,1,151.197,-255,-150.197
9.30012,1,151.525,-255,-150.525
9.31012,1,151.814,-255,-150.814
9.32012,1,152.045,-255,-151.045
9.33012,1,152.23,-255,-151.23
9.34012,1,152.372,-255,-151.372
9.35012,1,152.438,-255,-151.438
9.36012,1,152.468,-255,-151.468
9.37012,1,152.446,-255,-151.446
9.38012,1,152.367,-255,-151.367
9.39012,1,152.241,-255,-151.241
9.40012,1,152.069,-255,-151.069
9.41012,1,151.831,-255,-150.831
9.42012,1,151.54,-255,-150.54
9.43012,1,151.22,-255,-150.22
9.44012,1,150.848,-255,-149.848
9.45012,1,150.407,-255,-149.407
9.46012,1,149.92,-255,-148.92
9.47012,1,149.37,-255,-148.37
9.48012,1,148.796,-255,-147.796
9.49012,1,148.168,-255,-147.168
9.50012,1,147.49,-255,-146.49
9.51012,1,146.741,-255,-145.741
9.52012,1,145.952,-255,-144.952
9.53012,1,145.105,-255,-144.105
9.54012,1,144.232,-255,-143.232
9.55012,1,143.314,-255,-142.314
9.56012,1,142.319,-255,-141.319
9.57012,1,141.278,-255,-140.278
9.58012,1,140.21,-255,-139.21
9.59012,1,139.08,-255,-138.08
9.60012,1,137.899,-255,-136.899
9.61012,1,136.667,-255,-135.667
9.62012,1,135.394,-255,-134.394
9.63013,1,134.049,-255,-133.049
9.64013,1,132.67,-255,-131.67
9.65013,1,131.24,-255,-130.24
9.66013,1,129.758,-255,-128.758
9.67013,1,128.231,-255,-127.231
9.68013,1,126.631,-255,-125.631
9.69013,1,124.997,-255,-123.997
9.70013,1,123.303,-255,-122.303
9.71013,1,121.581,-255,-120.581
9.72013,1,119.811,-255,-118.811
9.73013,1,117.967,-255,-116.967
9.74013,1,116.089,-255,-115.089
9.75013,1,114.151,-255,-113.151
9.76013,1,112.184,-255,-111.184
9.77013,1,110.165,-255,-109.165
9.78013,1,108.095,-255,-107.095
9.79013,1,105.976,-255,-104.976
9.80013,1,103.796,-255,-102.796
9.81013,1,101.581,-255,-100.581
9.82013,1,99.3123,-255,-98.3123
9.83013,1,96.99,-255,-95.99
9.84013,1,94.6201,-255,-93.6201
9.85013,1,92.218,-255,-91.218
9.86013,1,89.749,-255,-88.749
9.87013,1,87.251,-255,-86.251
9.88013,1,84.6931,-255,-83.6931
9.89013,1,82.0871,-255,-81.0871
9.90013,1,79.4363,-255,-78.4363
9.91013,1,76.7144,-255,-75.7144
9.92013,1,73.9546,-255,-72.9546
9.93013,1,71.14,-255,-70.14
9.94013,1,68.2807,-255,-67.2807
9.95013,1,65.3726,-255,-64.3726
9.96013,1,62.4149,-255,-61.4149
9.97013,1,59.4211,-255,-58.4211
9.98013,1,56.3711,-255,-55.3711
9.99013,1,53.2866,-255,-52.2866
